영업일,결제시각,주문금액,결제수단,메뉴,수량,취소환불액
2025-09-17,17:50,21000,카드,묵은지 김치찜,1,0
2025-09-17,17:54,21000,간편결제,묵은지 김치찜,1,21000
2025-09-17,17:55,15000,현금,제철 반상,1,0
2025-09-17,18:01,17000,카드,소복 정식,1,0
2025-09-17,18:54,17000,카드,소복 정식,1,0
2025-09-17,19:04,6000,카드,계란말이 추가,1,0
2025-09-17,19:07,9000,카드,동치미 국수,1,0
2025-09-17,19:07,15000,현금,제철 반상,1,0
2025-09-17,19:14,13000,카드,들기름 고등어 한상,1,0
2025-09-17,19:44,21000,현금,묵은지 김치찜,1,0
2025-09-17,20:14,17000,카드,소복 정식,1,0
2025-09-17,20:46,9000,카드,동치미 국수,1,9000
2025-09-17,20:46,9000,간편결제,동치미 국수,1,0
2025-09-18,11:22,15000,간편결제,제철 반상,1,0
2025-09-18,12:07,6000,카드,계란말이 추가,1,0
2025-09-18,12:46,51000,카드,소복 정식,3,0
2025-09-18,13:00,15000,카드,제철 반상,1,0
2025-09-18,13:00,13000,카드,들기름 고등어 한상,1,0
2025-09-18,13:07,9000,카드,동치미 국수,1,0
2025-09-18,13:14,26000,간편결제,보리굴비 정식,1,0
2025-09-18,13:29,13000,현금,들기름 고등어 한상,1,0
2025-09-18,13:34,27000,카드,동치미 국수,3,0
2025-09-18,13:42,21000,카드,묵은지 김치찜,1,0
2025-09-18,13:51,9000,카드,동치미 국수,1,0
2025-09-18,17:04,26000,카드,보리굴비 정식,1,0
2025-09-18,17:07,18000,카드,동치미 국수,2,0
2025-09-18,17:08,34000,간편결제,소복 정식,2,0
2025-09-18,17:08,15000,간편결제,제철 반상,1,0
2025-09-18,17:09,9000,카드,동치미 국수,1,0
2025-09-18,17:26,6000,카드,계란말이 추가,1,0
2025-09-18,17:34,17000,간편결제,소복 정식,1,0
2025-09-18,18:01,18000,간편결제,동치미 국수,2,0
2025-09-18,18:07,26000,현금,보리굴비 정식,1,0
2025-09-18,18:21,15000,간편결제,제철 반상,1,0
2025-09-18,18:26,6000,현금,계란말이 추가,1,0
2025-09-18,19:26,30000,간편결제,제철 반상,2,0
2025-09-18,20:31,13000,카드,들기름 고등어 한상,1,0
2025-09-18,20:40,9000,간편결제,동치미 국수,1,0
2025-09-18,20:47,21000,카드,묵은지 김치찜,1,0
2025-09-19,11:07,17000,카드,소복 정식,1,0
2025-09-19,11:08,21000,카드,묵은지 김치찜,1,0
2025-09-19,11:09,26000,카드,보리굴비 정식,1,0
2025-09-19,11:15,6000,카드,계란말이 추가,1,0
2025-09-19,11:20,30000,현금,제철 반상,2,0
2025-09-19,11:44,26000,카드,들기름 고등어 한상,2,0
2025-09-19,12:14,9000,카드,동치미 국수,1,0
2025-09-19,12:21,21000,간편결제,묵은지 김치찜,1,0
2025-09-19,12:52,6000,카드,계란말이 추가,1,0
2025-09-19,12:56,30000,카드,제철 반상,2,0
2025-09-19,12:59,9000,카드,동치미 국수,1,0
2025-09-19,13:09,9000,카드,동치미 국수,1,9000
2025-09-19,13:43,13000,카드,들기름 고등어 한상,1,0
2025-09-19,13:45,17000,카드,소복 정식,1,0
2025-09-19,13:49,13000,카드,들기름 고등어 한상,1,0
2025-09-19,17:50,26000,카드,보리굴비 정식,1,0
2025-09-19,18:15,18000,카드,동치미 국수,2,0
2025-09-19,18:24,78000,간편결제,보리굴비 정식,3,0
2025-09-19,18:27,9000,간편결제,동치미 국수,1,0
2025-09-19,18:38,21000,카드,묵은지 김치찜,1,0
2025-09-19,19:03,42000,현금,묵은지 김치찜,2,0
2025-09-19,19:04,9000,카드,동치미 국수,1,0
2025-09-19,19:15,6000,간편결제,계란말이 추가,1,0
2025-09-19,19:22,17000,간편결제,소복 정식,1,0
2025-09-19,19:33,42000,카드,묵은지 김치찜,2,0
2025-09-19,19:39,26000,간편결제,보리굴비 정식,1,0
2025-09-19,20:11,13000,간편결제,들기름 고등어 한상,1,0
2025-09-19,20:12,15000,카드,제철 반상,1,0
2025-09-19,20:21,30000,카드,제철 반상,2,0
2025-09-19,20:23,9000,간편결제,동치미 국수,1,0
2025-09-19,20:41,78000,카드,보리굴비 정식,3,0
2025-09-19,20:44,34000,간편결제,소복 정식,2,0
2025-09-19,20:52,17000,카드,소복 정식,1,0
2025-09-20,11:15,17000,카드,소복 정식,1,0
2025-09-20,11:26,15000,카드,제철 반상,1,0
2025-09-20,11:29,6000,카드,계란말이 추가,1,0
2025-09-20,11:54,63000,카드,묵은지 김치찜,3,0
2025-09-20,11:55,52000,카드,보리굴비 정식,2,0
2025-09-20,12:05,17000,카드,소복 정식,1,0
2025-09-20,12:09,6000,현금,계란말이 추가,1,0
2025-09-20,12:10,15000,카드,제철 반상,1,0
2025-09-20,12:12,21000,카드,묵은지 김치찜,1,0
2025-09-20,12:17,26000,카드,보리굴비 정식,1,0
2025-09-20,12:20,17000,카드,소복 정식,1,0
2025-09-20,12:37,15000,카드,제철 반상,1,0
2025-09-20,12:38,26000,카드,보리굴비 정식,1,0
2025-09-20,13:04,6000,카드,계란말이 추가,1,0
2025-09-20,13:04,26000,카드,보리굴비 정식,1,0
2025-09-20,13:21,15000,현금,제철 반상,1,0
2025-09-20,17:14,34000,카드,소복 정식,2,0
2025-09-20,17:37,6000,간편결제,계란말이 추가,1,0
2025-09-20,17:53,17000,카드,소복 정식,1,0
2025-09-20,18:01,17000,카드,소복 정식,1,0
2025-09-20,18:15,26000,카드,보리굴비 정식,1,0
2025-09-20,18:47,6000,카드,계란말이 추가,1,0
2025-09-20,18:50,13000,간편결제,들기름 고등어 한상,1,0
2025-09-20,18:55,9000,카드,동치미 국수,1,0
2025-09-20,19:00,26000,카드,보리굴비 정식,1,0
2025-09-20,19:33,26000,카드,보리굴비 정식,1,0
2025-09-20,20:09,18000,카드,동치미 국수,2,0
2025-09-20,20:20,17000,카드,소복 정식,1,0
2025-09-20,20:28,6000,카드,계란말이 추가,1,0
2025-09-20,20:51,6000,카드,계란말이 추가,1,0
2025-09-20,20:58,6000,간편결제,계란말이 추가,1,0
2025-09-21,11:20,26000,카드,보리굴비 정식,1,0
2025-09-21,11:21,15000,카드,제철 반상,1,0
2025-09-21,11:29,26000,카드,보리굴비 정식,1,0
2025-09-21,11:49,52000,카드,보리굴비 정식,2,0
2025-09-21,11:59,21000,카드,묵은지 김치찜,1,0
2025-09-21,12:00,13000,카드,들기름 고등어 한상,1,0
2025-09-21,12:25,6000,카드,계란말이 추가,1,0
2025-09-21,12:42,9000,카드,동치미 국수,1,0
2025-09-21,12:49,34000,카드,소복 정식,2,0
2025-09-21,12:50,15000,카드,제철 반상,1,0
2025-09-21,12:51,26000,현금,보리굴비 정식,1,0
2025-09-21,13:06,17000,카드,소복 정식,1,0
2025-09-21,17:01,6000,현금,계란말이 추가,1,0
2025-09-21,17:09,17000,카드,소복 정식,1,0
2025-09-21,17:15,6000,카드,계란말이 추가,1,0
2025-09-21,17:18,17000,카드,소복 정식,1,0
2025-09-21,18:07,21000,현금,묵은지 김치찜,1,0
2025-09-21,18:19,26000,카드,보리굴비 정식,1,0
2025-09-21,19:09,15000,카드,제철 반상,1,0
2025-09-21,20:02,9000,간편결제,동치미 국수,1,0
2025-09-21,20:21,13000,카드,들기름 고등어 한상,1,0
2025-09-21,20:23,17000,현금,소복 정식,1,0
2025-09-21,20:36,6000,간편결제,계란말이 추가,1,0
2025-09-21,20:44,21000,카드,묵은지 김치찜,1,0
2025-09-23,11:07,52000,간편결제,보리굴비 정식,2,0
2025-09-23,11:26,15000,카드,제철 반상,1,0
2025-09-23,11:28,9000,카드,동치미 국수,1,0
2025-09-23,13:03,18000,카드,계란말이 추가,3,0
2025-09-23,13:15,26000,카드,들기름 고등어 한상,2,0
2025-09-23,13:16,26000,현금,보리굴비 정식,1,0
2025-09-23,17:02,15000,간편결제,제철 반상,1,0
2025-09-23,17:06,15000,카드,제철 반상,1,0
2025-09-23,17:25,39000,카드,들기름 고등어 한상,3,0
2025-09-23,17:27,42000,카드,묵은지 김치찜,2,0
2025-09-23,17:27,21000,현금,묵은지 김치찜,1,0
2025-09-23,17:57,9000,현금,동치미 국수,1,0
2025-09-23,18:03,42000,카드,묵은지 김치찜,2,0
2025-09-23,18:03,26000,카드,보리굴비 정식,1,0
2025-09-23,18:07,15000,카드,제철 반상,1,0
2025-09-23,18:08,21000,카드,묵은지 김치찜,1,0
2025-09-23,18:22,30000,간편결제,제철 반상,2,0
2025-09-23,18:30,21000,카드,묵은지 김치찜,1,0
2025-09-23,18:43,18000,카드,동치미 국수,2,0
2025-09-23,18:51,42000,간편결제,묵은지 김치찜,2,0
2025-09-23,19:04,6000,카드,계란말이 추가,1,0
2025-09-23,19:07,17000,카드,소복 정식,1,0
2025-09-23,19:10,17000,카드,소복 정식,1,0
2025-09-23,19:16,39000,간편결제,들기름 고등어 한상,3,0
2025-09-23,19:24,21000,카드,묵은지 김치찜,1,0
2025-09-23,19:46,6000,카드,계란말이 추가,1,0
2025-09-23,20:01,9000,카드,동치미 국수,1,0
2025-09-23,20:06,18000,카드,동치미 국수,2,0
2025-09-23,20:12,9000,카드,동치미 국수,1,0
2025-09-23,20:50,9000,카드,동치미 국수,1,0
2025-09-24,11:07,13000,카드,들기름 고등어 한상,1,0
2025-09-24,11:24,26000,카드,보리굴비 정식,1,0
2025-09-24,11:26,17000,카드,소복 정식,1,0
2025-09-24,11:49,52000,간편결제,보리굴비 정식,2,0
2025-09-24,12:01,6000,카드,계란말이 추가,1,0
2025-09-24,12:07,26000,간편결제,보리굴비 정식,1,0
2025-09-24,12:08,26000,카드,보리굴비 정식,1,0
2025-09-24,12:36,15000,현금,제철 반상,1,0
2025-09-24,13:11,26000,카드,보리굴비 정식,1,0
2025-09-24,13:12,21000,카드,묵은지 김치찜,1,0
2025-09-24,17:13,45000,카드,제철 반상,3,0
2025-09-24,17:23,30000,현금,제철 반상,2,0
2025-09-24,17:26,21000,카드,묵은지 김치찜,1,0
2025-09-24,17:40,15000,카드,제철 반상,1,0
2025-09-24,17:45,9000,현금,동치미 국수,1,0
2025-09-24,17:51,13000,카드,들기름 고등어 한상,1,0
2025-09-24,18:16,34000,현금,소복 정식,2,0
2025-09-24,18:45,26000,카드,보리굴비 정식,1,0
2025-09-24,19:20,34000,카드,소복 정식,2,0
2025-09-24,19:35,51000,카드,소복 정식,3,0
2025-09-24,19:53,21000,카드,묵은지 김치찜,1,0
2025-09-24,20:19,26000,카드,보리굴비 정식,1,0
2025-09-24,20:34,26000,카드,보리굴비 정식,1,0
2025-09-24,20:39,15000,카드,제철 반상,1,15000
2025-09-25,11:07,18000,카드,계란말이 추가,3,0
2025-09-25,11:35,26000,카드,들기름 고등어 한상,2,0
2025-09-25,11:44,26000,카드,보리굴비 정식,1,0
2025-09-25,12:25,13000,카드,들기름 고등어 한상,1,0
2025-09-25,12:32,17000,카드,소복 정식,1,0
2025-09-25,12:34,12000,간편결제,계란말이 추가,2,0
2025-09-25,13:01,42000,카드,묵은지 김치찜,2,0
2025-09-25,13:09,26000,현금,보리굴비 정식,1,0
2025-09-25,13:12,26000,카드,들기름 고등어 한상,2,0
2025-09-25,13:22,13000,카드,들기름 고등어 한상,1,0
2025-09-25,13:23,26000,카드,보리굴비 정식,1,0
2025-09-25,13:32,15000,카드,제철 반상,1,0
2025-09-25,13:37,26000,현금,보리굴비 정식,1,0
2025-09-25,13:46,17000,간편결제,소복 정식,1,0
2025-09-25,17:05,26000,카드,보리굴비 정식,1,0
2025-09-25,17:18,6000,간편결제,계란말이 추가,1,0
2025-09-25,17:49,6000,카드,계란말이 추가,1,0
2025-09-25,17:57,26000,카드,보리굴비 정식,1,0
2025-09-25,18:17,34000,간편결제,소복 정식,2,0
2025-09-25,18:24,21000,현금,묵은지 김치찜,1,0
2025-09-25,18:59,21000,카드,묵은지 김치찜,1,0
2025-09-25,19:02,21000,카드,묵은지 김치찜,1,0
2025-09-25,19:04,17000,카드,소복 정식,1,0
2025-09-25,19:26,15000,카드,제철 반상,1,0
2025-09-25,20:02,30000,카드,제철 반상,2,0
2025-09-25,20:30,34000,카드,소복 정식,2,0
2025-09-25,20:33,26000,카드,보리굴비 정식,1,0
2025-09-25,20:43,21000,카드,묵은지 김치찜,1,0
2025-09-25,20:51,6000,카드,계란말이 추가,1,0
2025-09-26,11:04,13000,카드,들기름 고등어 한상,1,0
2025-09-26,11:11,18000,카드,계란말이 추가,3,0
2025-09-26,11:13,17000,간편결제,소복 정식,1,0
2025-09-26,11:13,42000,카드,묵은지 김치찜,2,0
2025-09-26,11:19,9000,카드,동치미 국수,1,9000
2025-09-26,11:45,13000,카드,들기름 고등어 한상,1,0
2025-09-26,11:45,13000,간편결제,들기름 고등어 한상,1,0
2025-09-26,11:53,12000,카드,계란말이 추가,2,0
2025-09-26,12:03,13000,카드,들기름 고등어 한상,1,0
2025-09-26,12:17,6000,간편결제,계란말이 추가,1,0
2025-09-26,12:18,52000,간편결제,보리굴비 정식,2,0
2025-09-26,12:18,21000,카드,묵은지 김치찜,1,0
2025-09-26,12:45,6000,카드,계란말이 추가,1,0
2025-09-26,12:54,42000,현금,묵은지 김치찜,2,0
2025-09-26,12:58,78000,카드,보리굴비 정식,3,0
2025-09-26,13:16,6000,현금,계란말이 추가,1,0
2025-09-26,13:46,9000,카드,동치미 국수,1,0
2025-09-26,13:51,9000,카드,동치미 국수,1,0
2025-09-26,13:55,52000,카드,보리굴비 정식,2,0
2025-09-26,17:05,15000,카드,제철 반상,1,0
2025-09-26,17:28,15000,간편결제,제철 반상,1,0
2025-09-26,17:45,26000,카드,들기름 고등어 한상,2,0
2025-09-26,17:53,17000,카드,소복 정식,1,0
2025-09-26,18:00,26000,간편결제,보리굴비 정식,1,0
2025-09-26,18:02,18000,간편결제,동치미 국수,2,0
2025-09-26,18:02,17000,카드,소복 정식,1,0
2025-09-26,18:26,17000,간편결제,소복 정식,1,0
2025-09-26,18:46,26000,카드,보리굴비 정식,1,0
2025-09-26,18:47,26000,카드,보리굴비 정식,1,0
2025-09-26,18:57,13000,카드,들기름 고등어 한상,1,0
2025-09-26,19:00,34000,카드,소복 정식,2,0
2025-09-26,19:24,12000,현금,계란말이 추가,2,0
2025-09-26,19:28,13000,간편결제,들기름 고등어 한상,1,0
2025-09-26,19:34,9000,간편결제,동치미 국수,1,0
2025-09-26,19:35,17000,카드,소복 정식,1,0
2025-09-26,19:42,17000,간편결제,소복 정식,1,0
2025-09-26,20:04,51000,카드,소복 정식,3,0
2025-09-26,20:19,9000,카드,동치미 국수,1,0
2025-09-26,20:19,17000,카드,소복 정식,1,0
2025-09-26,20:20,21000,간편결제,묵은지 김치찜,1,0
2025-09-26,20:54,6000,카드,계란말이 추가,1,0
2025-09-27,11:14,34000,카드,소복 정식,2,0
2025-09-27,11:17,30000,간편결제,제철 반상,2,0
2025-09-27,11:24,9000,카드,동치미 국수,1,0
2025-09-27,11:26,6000,간편결제,계란말이 추가,1,0
2025-09-27,11:26,9000,카드,동치미 국수,1,0
2025-09-27,11:46,21000,카드,묵은지 김치찜,1,0
2025-09-27,11:53,9000,간편결제,동치미 국수,1,0
2025-09-27,12:09,15000,카드,제철 반상,1,0
2025-09-27,12:29,26000,간편결제,보리굴비 정식,1,0
2025-09-27,12:58,15000,카드,제철 반상,1,0
2025-09-27,13:03,13000,카드,들기름 고등어 한상,1,0
2025-09-27,13:20,34000,카드,소복 정식,2,0
2025-09-27,13:31,30000,카드,제철 반상,2,0
2025-09-27,13:50,9000,카드,동치미 국수,1,0
2025-09-27,13:52,6000,간편결제,계란말이 추가,1,0
2025-09-27,17:10,9000,간편결제,동치미 국수,1,0
2025-09-27,17:14,6000,카드,계란말이 추가,1,0
2025-09-27,17:18,6000,카드,계란말이 추가,1,0
2025-09-27,17:19,18000,카드,동치미 국수,2,0
2025-09-27,17:30,12000,카드,계란말이 추가,2,0
2025-09-27,17:32,17000,현금,소복 정식,1,0
2025-09-27,17:39,9000,카드,동치미 국수,1,0
2025-09-27,17:41,21000,카드,묵은지 김치찜,1,0
2025-09-27,17:41,26000,카드,보리굴비 정식,1,0
2025-09-27,18:09,13000,카드,들기름 고등어 한상,1,0
2025-09-27,18:18,26000,카드,들기름 고등어 한상,2,0
2025-09-27,18:29,17000,현금,소복 정식,1,0
2025-09-27,18:45,6000,현금,계란말이 추가,1,0
2025-09-27,18:55,63000,카드,묵은지 김치찜,3,0
2025-09-27,19:19,42000,카드,묵은지 김치찜,2,0
2025-09-27,19:38,34000,카드,소복 정식,2,0
2025-09-27,20:06,63000,카드,묵은지 김치찜,3,0
2025-09-27,20:10,13000,카드,들기름 고등어 한상,1,0
2025-09-27,20:11,52000,카드,보리굴비 정식,2,0
2025-09-27,20:14,9000,간편결제,동치미 국수,1,0
2025-09-27,20:30,9000,카드,동치미 국수,1,0
2025-09-27,20:34,13000,카드,들기름 고등어 한상,1,0
2025-09-27,20:36,13000,카드,들기름 고등어 한상,1,0
2025-09-27,20:40,26000,카드,보리굴비 정식,1,0
2025-09-27,20:52,26000,간편결제,보리굴비 정식,1,0
2025-09-28,11:07,13000,카드,들기름 고등어 한상,1,0
2025-09-28,11:34,9000,현금,동치미 국수,1,0
2025-09-28,11:35,26000,카드,보리굴비 정식,1,0
2025-09-28,11:55,6000,카드,계란말이 추가,1,0
2025-09-28,12:28,63000,카드,묵은지 김치찜,3,0
2025-09-28,12:29,17000,카드,소복 정식,1,0
2025-09-28,12:29,34000,현금,소복 정식,2,0
2025-09-28,12:32,9000,카드,동치미 국수,1,0
2025-09-28,13:00,13000,간편결제,들기름 고등어 한상,1,0
2025-09-28,13:09,6000,카드,계란말이 추가,1,0
2025-09-28,13:46,15000,카드,제철 반상,1,0
2025-09-28,13:48,21000,카드,묵은지 김치찜,1,0
2025-09-28,17:08,17000,카드,소복 정식,1,0
2025-09-28,17:26,30000,간편결제,제철 반상,2,0
2025-09-28,17:58,9000,카드,동치미 국수,1,0
2025-09-28,19:19,17000,카드,소복 정식,1,0
2025-09-28,19:35,30000,카드,제철 반상,2,0
2025-09-28,20:06,39000,카드,들기름 고등어 한상,3,0
2025-09-28,20:30,13000,간편결제,들기름 고등어 한상,1,0
2025-09-28,20:43,18000,카드,동치미 국수,2,0
2025-09-28,20:43,26000,카드,들기름 고등어 한상,2,0
2025-09-28,20:50,21000,카드,묵은지 김치찜,1,0
2025-09-29,11:09,9000,카드,동치미 국수,1,0
2025-09-29,11:14,6000,카드,계란말이 추가,1,0
2025-09-29,11:35,26000,카드,들기름 고등어 한상,2,0
2025-09-29,11:44,6000,카드,계란말이 추가,1,0
2025-09-29,11:51,17000,카드,소복 정식,1,0
2025-09-29,11:55,9000,카드,동치미 국수,1,0
2025-09-29,12:01,21000,카드,묵은지 김치찜,1,0
2025-09-29,12:06,15000,간편결제,제철 반상,1,0
2025-09-29,12:07,6000,카드,계란말이 추가,1,0
2025-09-29,12:13,12000,카드,계란말이 추가,2,0
2025-09-29,12:16,9000,카드,동치미 국수,1,0
2025-09-29,13:01,42000,간편결제,묵은지 김치찜,2,0
2025-09-29,13:20,17000,카드,소복 정식,1,0
2025-09-29,13:31,26000,카드,보리굴비 정식,1,0
2025-09-29,18:02,13000,카드,들기름 고등어 한상,1,0
2025-09-29,18:18,34000,카드,소복 정식,2,0
2025-09-29,18:19,17000,카드,소복 정식,1,0
2025-09-29,19:12,15000,카드,제철 반상,1,0
2025-09-29,19:30,21000,현금,묵은지 김치찜,1,0
2025-09-29,19:56,12000,카드,계란말이 추가,2,0
2025-09-29,20:40,21000,카드,묵은지 김치찜,1,0
2025-09-29,20:46,30000,간편결제,제철 반상,2,0
2025-09-30,11:01,21000,간편결제,묵은지 김치찜,1,0
2025-09-30,11:26,9000,카드,동치미 국수,1,0
2025-09-30,11:27,13000,카드,들기름 고등어 한상,1,0
2025-09-30,12:00,17000,카드,소복 정식,1,0
2025-09-30,12:23,21000,현금,묵은지 김치찜,1,0
2025-09-30,13:44,30000,카드,제철 반상,2,0
2025-09-30,13:56,13000,간편결제,들기름 고등어 한상,1,0
2025-09-30,17:06,21000,현금,묵은지 김치찜,1,0
2025-09-30,17:08,18000,카드,동치미 국수,2,0
2025-09-30,17:15,21000,카드,묵은지 김치찜,1,0
2025-09-30,17:17,51000,간편결제,소복 정식,3,0
2025-09-30,17:21,26000,카드,보리굴비 정식,1,0
2025-09-30,17:43,17000,카드,소복 정식,1,0
2025-09-30,18:21,9000,카드,동치미 국수,1,0
2025-09-30,18:39,21000,카드,묵은지 김치찜,1,0
2025-09-30,19:15,52000,카드,보리굴비 정식,2,0
2025-09-30,19:19,13000,카드,들기름 고등어 한상,1,0
2025-09-30,19:24,6000,현금,계란말이 추가,1,0
2025-09-30,19:42,15000,카드,제철 반상,1,0
2025-09-30,19:53,9000,카드,동치미 국수,1,0
2025-09-30,19:54,26000,카드,보리굴비 정식,1,0
2025-09-30,19:58,12000,카드,계란말이 추가,2,0
2025-09-30,20:22,15000,카드,제철 반상,1,0
2025-10-01,11:00,9000,카드,동치미 국수,1,0
2025-10-01,11:33,9000,카드,동치미 국수,1,0
2025-10-01,11:38,15000,카드,제철 반상,1,0
2025-10-01,11:45,12000,카드,계란말이 추가,2,0
2025-10-01,12:01,12000,카드,계란말이 추가,2,0
2025-10-01,12:10,17000,카드,소복 정식,1,0
2025-10-01,12:13,52000,카드,보리굴비 정식,2,0
